"title","description","rating","year","tags","cover"
"Ranking of Kings","Bojji, a deaf, powerless prince who cannot even wield a children's sword. As the firstborn son, he strives hard and dreams of becoming the world's greatest king. However, people mutter about him behind his back as ""a good-for-nothing prince"" and ""no way he can be king."" Bojji is able to make his first ever friend, ""Kage"" (shadow) — a literal shadow on the ground who somehow understands Bojji well. (Kage is a survivor of the Kage assassin clan that was all but wiped out. No longer a killer, Kage now makes ends meet by stealing.) The story follows Bojji's coming-of-age as he meets various people in his life, starting with his fateful encounter with Kage.",4.5,2017,"['Shounen', 'Disability', 'Doujinshi', 'Royalty', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/ranking-of-kings-1-285x399.webp?t=1647222130"
"Get Out of My House!","“She's now your “responsibility”!” Cha Hong, a freelancer; heard as soon as she stepped foot onto the set the biggest drama. This job was everything that she wanted but she was only left to become an assistant. She ends up having to take care of Noh Seung-Ah; the nation’s actress with a really stubborn attitude. Hong will have to look out for the actress 24 hrs daily up until the drama is aired. Hong’s daily life routines and dreams are suddenly interrupted by Noh Seung-Ah who is 12 years younger than her.. On top of it all ""I never told you that you can live in my house?!""",4.5,2021,"['Drama', 'GL', 'Manhwa', 'Webtoons', 'Yuri', 'Acting', 'Age Gap', 'Cohabitation', 'Full Color', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/get-out-of-my-house-1.webp?t=1644282117"
"Motoyan Papa to Hitsuji-sensei: Yotsuba","This entry currently doesn't have a synopsis. Check back soon!",4.5,2018,"['BL', 'Slice of Life', 'Yaoi']","https://cdn.anime-planet.com/manga/primary/motoyan-papa-to-hitsuji-sensei-yotsuba-1-190x270.jpg?t=1625927135"
"Covenant","Ezra, a powerful exorcist with no faith in God, is tasked to protect a seemingly normal human from rising demonic forces. With his church under scrutiny and the threat of war on the horizon, will Ezra find his conviction in time? Or will Sunny suffer the consequences? ​",4.5,2020,"['Action', 'OEL', 'Webtoons', 'Demons', 'Exorcists', 'Full Color', 'LGBT Themes', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/covenant-1-190x266.jpg?t=1625928296"
"Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku (Light Novel)","Lady Bertia, who’s become my fiancée, is a bit odd. On our first meeting, she proclaimed herself a villainess noble girl who’s been reincarnated and said that she’s working hard every day to become a splendid flower of evil that’s elegantly put in her place. I don’t get it. But she entertains me because I don’t understand. That’s why I think I’ll observe her for a while. This is a story of a crown prince who’s so talented and handsome that he’s grown bored of his easy-mode life. A story of this prince observing a self-proclaimed villainess noble girl who’s become his fiancée as she snatches flags and breaks them into pieces.",4.5,2017,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Slice of Life', 'Isekai', 'Nobility', 'Otome Game', 'Person in a Strange World', 'Reincarnation', 'Villainess']","https://cdn.anime-planet.com/manga/primary/jishou-akuyaku-reijou-na-konyakusha-no-kansatsu-kiroku-light-novel-1-190x279.jpg?t=1625919174"
"Kuma Kuma Kuma Bear (Light Novel)","Fifteen-year-old Yuna prefers staying home and obsessively playing her favorite VRMMO game to doing anything else, including going to school. When a strange new update gives her a one-of-a-kind bear outfit that comes with overpowered abilities, Yuna is torn: the outfit is unbearably cute, but too embarrassing to wear in-game. But then she suddenly finds herself transported into the world of the game, facing down monsters and magic for real, and the bear suit becomes the best weapon she has!",4.5,2015,"['Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Bears', 'Isekai', 'Magic', 'Overpowered Main Characters', 'Person in a Strange World', 'RPG', 'Adapted to Anime', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/kuma-kuma-kuma-bear-light-novel-1-190x270.jpg?t=1625914282"
"Please Bully Me, Miss Villainess!","I, Yvonne, reincarnated into an otome game as the rich villainess. According to the game's plot, a character loathed by everyone such as myself has the main role of bullying the heroine, pushing her towards the various love interests' romantic routes. But it seems like there's something wrong with Elsa, the heroine! She's getting too close to me!",4.5,2021,"['Drama', 'GL', 'Manhua', 'Shoujo-ai', 'Webtoons', 'Full Color', 'Historical', 'Isekai', 'Otome Game', 'Person in a Strange World', 'Reincarnation', 'Villainess', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/please-bully-me-miss-villainess-1-285x400.webp?t=1639797115"
"Cheeky Brat","With five younger brothers and sisters, Yuki Machida was forced to mature quickly; so as a second year high school student, the girl doesn’t get flustered when it comes to boys. But Yuki still has a thorn in her side: Shou, an arrogant first year who groped her six months ago and is a member of the basketball club she manages. What’s worse, her secret crush Kido recently got a girlfriend, and Shou not only found out about her feelings, he also confessed that he’s falling for her! What’s a girl to do when she starts becoming interested in the boy she loves to hate?",4.5,2013,"['Comedy', 'Romance', 'Shoujo', 'Sports', 'Basketball', 'School Club', 'School Life']","https://cdn.anime-planet.com/manga/primary/cheeky-brat-1-285x428.jpg?t=1635778812"
"Kakeochi Girl","A wistful romance between two women about how, sometimes, you need to run away in order to find where you truly belong. Midori was Maki’s first love and high school sweetheart—that is, until Midori broke up with Maki at graduation, saying they were now “too old” to be “fooling around” dating girls. Ten years later, will running away be the key to lead the two women back into each other’s arms? ",4.5,2018,"['Drama', 'GL', 'Josei', 'Romance', 'Slice of Life', 'Yuri', 'Adult Couples', 'LGBT Themes', 'Mature Romance', 'Pregnancy', 'Mature Themes', 'Nudity', 'Physical Abuse', 'Sexual Content', 'Domestic Abuse']","https://cdn.anime-planet.com/manga/primary/kakeochi-girl-1-285x408.jpg?t=1637543620"
"Zense Coupling","On the eve of his wedding, a man dies of an illness, leaving his fiancée alone, widowed before her time. Reincarnated in a new body, that of a young high school student, he is entrusted with a task of the utmost importance: to make his future wife the happiest woman in the world.",4.5,2018,"['Romance', 'Slice of Life', 'Reincarnation', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/zense-coupling-1-190x270.jpg?t=1625927263"
"Bakemonogatari","Koyomi Araragi is an aloof boy who holds a strange, supernatural secret which inadvertently leads him to others with similar stories. Gods, spirits and afflictions can be pesky things, taking important memories or causing unusual tendencies – a fact that Koyomi and others are unfortunately aware of. Using the help of an eccentric homeless man, Koyomi is able to help new friends he meets along the way with their own paranormal conundrums…",4.5,2018,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Mystery', 'Romance', 'Shounen', 'Monsters', 'Non-Human Protagonists', 'School Life', 'Supernatural', 'Vampires', 'Explicit Violence', 'Adapted to Anime', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/bakemonogatari-1-190x259.jpg?t=1625917324"
"The Undefeatable Swordsman","The son of a lowly innkeeper, Wumoon Song always dreamed of being a martial arts master, a dream that would never become a reality thanks to his frail body. Then one night, a mysterious guest leaves behind a painting as payment that enthralls Wumoon for reasons he can’t explain. It soon becomes clear that it’s no ordinary painting when Wumoon starts showing prowess in the martial arts he’s never had before. Thus begins the path for a scatterbrained kid to change his destiny and become truly undefeatable!",4.5,2020,"['Action', 'Adventure', 'Manhwa', 'Webtoons', 'Full Color', 'Martial Arts']","https://cdn.anime-planet.com/manga/primary/the-undefeatable-swordsman-1-285x399.webp?t=1644519326"
"Noragami: Stray Stories","In a tale as epic as Noragami, sometimes details get overlooked, like how do shinki normally find employment? Is Yato ever useful? What happens when a god is targeted by a serial killer?  Find the answers to these questions and more in this collection.",4.5,2011,"['Comedy', 'Shounen', 'Gods', 'Japanese Mythology', 'Non-Human Protagonists', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/noragami-stray-stories-1-190x285.jpg?t=1625913113"
"Fairy Tail Zero","Mavis, the future first master of Fairy Tail, lives with her best friend Zera on Sirius Island. At six years old, Mavis is just a simple bookworm who dreams of meeting fairies someday. In the year X686, treasure hunters invade Sirius Island, forcing Mavis to take flight and embark on a fantastical adventure! She etches the joys and sorrows of each new encounter and heartbreaking farewell into her memory, and finally figures out her ultimate goal…",4.5,2014,"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Guilds', 'Magic', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/fairy-tail-zero-1-190x288.jpg?t=1625913267"
"What Does the Fox Say?","As the newest hire of a game dev studio, beautiful Sungji draws all the attention of her coworkers — but it's her bossy and blunt team leader Sumin that intrigues her. Love is a whole new game for Sungji, and with company president Seju breaking (or was it laying?) down the rules, this new girl’s got her work cut out for her if she wants to win. Will she be able to give Sumin what she wants?",4.5,2015,"['Drama', 'GL', 'Manhwa', 'Romance', 'Webtoons', 'Yuri', 'Adult Couples', 'Boss-Employee Relationship', 'CEOs', 'Full Color', 'Love Triangle', 'Mature Romance', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/what-does-the-fox-say-1-190x277.jpg?t=1625914387"
"Higurashi When They Cry: Curse Killing Arc","The year is 1983 and the place is Hinamizawa, a sleepy countryside village far from the rest of civilization. Keiichi is a young man who enjoys hanging out with his friends Rika, Rena, Mion and others – especially the always-positive and kindhearted Satoko. Having been left alone after her parents died and her brother Satoshi disappeared, Satoko is left with little except her good spirits. While inadvertently discovering the secrets of Hinamizawa, Keiichi realizes that Satoko and her family are a part of the town’s dark history, and his friend herself may be in terrible danger...",4.5,2005,"['Comedy', 'Drama', 'Horror', 'Mystery', 'Shounen', 'Countryside', 'Curse', 'Psychological', 'Supernatural', 'Mature Themes', 'Based on a Doujinshi', 'Based on a Visual Novel', 'Domestic Abuse']","https://cdn.anime-planet.com/manga/primary/higurashi-when-they-cry-curse-killing-arc-1-190x285.jpg?t=1625908682"
